Technology,t,LCOS
Hydrogen,3.5,507.98
Hydrogen,3.6,496.64
Hydrogen,3.7,485.92
Hydrogen,3.8,475.76
Hydrogen,3.9,466.12
Hydrogen,4.0,456.96
Hydrogen,4.1,448.25
Hydrogen,4.2,439.96
Hydrogen,4.3,432.05
Hydrogen,4.4,424.5
Hydrogen,4.5,417.28
Hydrogen,4.6,410.38
Hydrogen,4.7,403.77
Hydrogen,4.8,397.44
Hydrogen,4.9,391.37
Hydrogen,5.0,385.54
Hydrogen,5.1,379.93
Hydrogen,5.2,374.55
Hydrogen,5.3,369.36
Hydrogen,5.4,364.37
Hydrogen,5.5,359.56
Hydrogen,5.6,354.93
Hydrogen,5.7,350.45
Hydrogen,5.8,346.13
Hydrogen,5.9,341.95
Hydrogen,6.0,337.92
Hydrogen,6.1,334.02
Hydrogen,6.2,330.24
Hydrogen,6.3,326.58
Hydrogen,6.4,323.04
Hydrogen,6.5,319.61
Hydrogen,6.6,316.28
Hydrogen,6.7,313.05
Hydrogen,6.8,309.91
Hydrogen,6.9,306.87
Hydrogen,7.0,303.91
Hydrogen,7.1,301.03
Hydrogen,7.2,298.24
Hydrogen,7.3,295.52
Hydrogen,7.4,292.88
Hydrogen,7.5,290.3
Hydrogen,7.6,287.8
Hydrogen,7.7,285.36
Hydrogen,7.8,282.98
Hydrogen,7.9,280.66
Hydrogen,8.0,278.4
Hydrogen,8.1,276.19
Hydrogen,8.2,274.04
Hydrogen,8.3,271.94
Hydrogen,8.4,269.9
Hydrogen,8.5,267.89
Hydrogen,8.6,265.94
Hydrogen,8.7,264.03
Hydrogen,8.8,262.17
Hydrogen,8.9,260.34
Hydrogen,9.0,258.56
Hydrogen,9.1,256.81
Hydrogen,9.2,255.11
Hydrogen,9.3,253.44
Hydrogen,9.4,251.8
Hydrogen,9.5,250.2
Hydrogen,9.6,248.64
Hydrogen,9.7,247.1
Hydrogen,9.8,245.6
Hydrogen,9.9,244.13
Hydrogen,10.0,242.69
Hydrogen,10.1,241.27
Hydrogen,10.2,239.89
Hydrogen,10.3,238.53
Hydrogen,10.4,237.19
Hydrogen,10.5,235.88
Hydrogen,10.6,234.6
Hydrogen,10.7,233.34
Hydrogen,10.8,232.1
Hydrogen,10.9,230.89
Hydrogen,11.0,229.7
Hydrogen,11.1,228.53
Hydrogen,11.2,227.38
Hydrogen,11.3,226.25
Hydrogen,11.4,225.14
Hydrogen,11.5,224.05
Hydrogen,11.6,222.98
Hydrogen,11.7,221.93
Hydrogen,11.8,220.9
Hydrogen,11.9,219.88
Hydrogen,12.0,218.88
Supercapacitor,0.1,3499.19
Supercapacitor,0.2,3087.08
Supercapacitor,0.3,2949.72
Supercapacitor,0.4,2881.03
Supercapacitor,0.5,2839.82
Supercapacitor,0.6,2812.35
Supercapacitor,0.7,2792.72
Supercapacitor,0.8,2778.01
Supercapacitor,0.9,2766.56
Supercapacitor,1.0,2757.4
Supercapacitor,1.1,2749.91
Supercapacitor,1.2,2743.66
Supercapacitor,1.3,2738.38
Supercapacitor,1.4,2733.85
Supercapacitor,1.5,2729.93
Supercapacitor,1.6,2726.49
Supercapacitor,1.7,2723.46
Supercapacitor,1.8,2720.77
Supercapacitor,1.9,2718.36
Supercapacitor,2.0,2716.19
Supercapacitor,2.1,2714.23
Supercapacitor,2.2,2712.44
Supercapacitor,2.3,2710.82
Supercapacitor,2.4,2709.32
Supercapacitor,2.5,2707.95
Supercapacitor,2.6,2706.68
Supercapacitor,2.7,2705.51
Supercapacitor,2.8,2704.42
Supercapacitor,2.9,2703.4
Supercapacitor,3.0,2702.45
Supercapacitor,3.1,2701.57
Supercapacitor,3.2,2700.74
Supercapacitor,3.3,2699.96
Supercapacitor,3.4,2699.22
Supercapacitor,3.5,2698.53
Supercapacitor,3.6,2697.88
Supercapacitor,3.7,2697.26
Supercapacitor,3.8,2696.67
Supercapacitor,3.9,2696.11
Supercapacitor,4.0,2695.59
Supercapacitor,4.1,2695.08
Supercapacitor,4.2,2694.6
Supercapacitor,4.3,2694.15
Supercapacitor,4.4,2693.71
Supercapacitor,4.5,2693.3
Supercapacitor,4.6,2692.9
Supercapacitor,4.7,2692.52
Supercapacitor,4.8,2692.15
Supercapacitor,4.9,2691.8
Supercapacitor,5.0,2691.47
Supercapacitor,5.1,2691.14
Supercapacitor,5.2,2690.83
Supercapacitor,5.3,2690.53
Supercapacitor,5.4,2690.24
Supercapacitor,5.5,2689.97
Supercapacitor,5.6,2689.7
Supercapacitor,5.7,2689.44
Supercapacitor,5.8,2689.19
Supercapacitor,5.9,2688.95
Supercapacitor,6.0,2688.72
Supercapacitor,6.1,2688.49
Supercapacitor,6.2,2688.27
Supercapacitor,6.3,2688.06
Supercapacitor,6.4,2687.86
Supercapacitor,6.5,2687.66
Supercapacitor,6.6,2687.47
Supercapacitor,6.7,2687.28
Supercapacitor,6.8,2687.1
Supercapacitor,6.9,2686.93
Supercapacitor,7.0,2686.76
Supercapacitor,7.1,2686.59
Supercapacitor,7.2,2686.43
Supercapacitor,7.3,2686.27
Supercapacitor,7.4,2686.12
Supercapacitor,7.5,2685.97
Supercapacitor,7.6,2685.83
Supercapacitor,7.7,2685.69
Supercapacitor,7.8,2685.55
Supercapacitor,7.9,2685.41
Supercapacitor,8.0,2685.28
Supercapacitor,8.1,2685.16
Supercapacitor,8.2,2685.03
Supercapacitor,8.3,2684.91
Supercapacitor,8.4,2684.79
Supercapacitor,8.5,2684.68
Supercapacitor,8.6,2684.56
Supercapacitor,8.7,2684.45
Supercapacitor,8.8,2684.35
Supercapacitor,8.9,2684.24
Supercapacitor,9.0,2684.14
Supercapacitor,9.1,2684.04
Supercapacitor,9.2,2683.94
Supercapacitor,9.3,2683.84
Supercapacitor,9.4,2683.75
Supercapacitor,9.5,2683.66
Supercapacitor,9.6,2683.57
Supercapacitor,9.7,2683.48
Supercapacitor,9.8,2683.39
Supercapacitor,9.9,2683.31
Supercapacitor,10.0,2683.22
Supercapacitor,10.1,2683.14
Supercapacitor,10.2,2683.06
Supercapacitor,10.3,2682.98
Supercapacitor,10.4,2682.91
Supercapacitor,10.5,2682.83
Supercapacitor,10.6,2682.76
Supercapacitor,10.7,2682.68
Supercapacitor,10.8,2682.61
Supercapacitor,10.9,2682.54
Supercapacitor,11.0,2682.47
Supercapacitor,11.1,2682.41
Supercapacitor,11.2,2682.34
Supercapacitor,11.3,2682.27
Supercapacitor,11.4,2682.21
Supercapacitor,11.5,2682.15
Supercapacitor,11.6,2682.09
Supercapacitor,11.7,2682.03
Supercapacitor,11.8,2681.97
Supercapacitor,11.9,2681.91
Supercapacitor,12.0,2681.85
